SID,LON,LAT,NAME,SUPERMARKET
62.000000000000000,-4.283900000000000,55.864800000000000,GLASGOW YORK HILL EXPRESS,Tesco
63.000000000000000,-4.286340000000000,55.824590000000000,GLASGOW KILMARNOCK ROAD EXPRESS,Tesco
64.000000000000000,-4.275720000000000,55.788939999999900,CLARKSTON EXPRESS,Tesco
65.000000000000000,-4.315580000000000,55.939760000000000,GLASGOW MILNGAVIE,Tesco
66.000000000000000,-4.222340000000000,56.245030000000000,CALLANDER EXPRESS,Tesco
67.000000000000000,-3.336210000000000,56.590919999999900,BLAIRGOWRIE WELTON,Tesco
68.000000000000000,-4.342040000000000,55.822899999999900,GLASGOW SILVERBURN EXTRA,Tesco
69.000000000000000,-4.384900000000000,55.867640000000000,RENFREW,Tesco
70.000000000000000,-4.398510000000000,55.797530000000000,GLASGOW BARRHEAD,Tesco
71.000000000000000,-2.888400000000000,56.647700000000000,FORFAR CASTLE STREET,Tesco
72.000000000000000,-4.289600000000000,55.465550000000000,CUMNOCK AUCHINLECK,Tesco
73.000000000000000,-4.482740000000000,55.630690000000000,KILMARNOCK GLASGOW ROAD,Tesco
74.000000000000000,-4.496130000000000,55.606890000000000,KILMARNOCK FOWLDS STREET METRO,Tesco
75.000000000000000,-3.354480000000000,55.122030000000000,LOCKERBIE,Tesco
76.000000000000000,-4.691870000000000,55.936019999999900,PORT GLASGOW EXTRA,Tesco
77.000000000000000,-2.660160000000000,56.734580000000000,BRECHIN EXPRESS,Tesco
78.000000000000000,-4.683600000000000,55.756360000000000,KILBIRNIE,Tesco
79.000000000000000,-4.724600000000000,56.001869999999900,HELENSBURGH EAST CLYDE EXPRESS,Tesco
80.000000000000000,-2.470800000000000,56.711170000000000,MONTROSE,Tesco
81.000000000000000,-4.733990000000000,56.003549999999900,HELENSBURGH METRO,Tesco
82.000000000000000,-4.757850000000000,55.949730000000000,GREENOCK DALRYMPLE STREET,Tesco
83.000000000000000,-3.627100000000000,55.076320000000000,DUMFRIES EXTRA,Tesco
84.000000000000000,-4.672270000000000,55.607190000000000,IRVINE RIVERWAY EXTRA,Tesco
85.000000000000000,-4.611320000000000,55.498489999999900,PRESTWICK MAIN STREET EXPRESS,Tesco
86.000000000000000,-4.607450000000000,55.468020000000000,AYR EXTRA,Tesco
87.000000000000000,-4.621110000000000,55.478589999999900,AYR EXPRESS,Tesco
88.000000000000000,-4.775600000000000,55.641370000000000,SALTCOATS METRO,Tesco
89.000000000000000,-2.935480000000000,54.892519999999900,CARLISLE VICTORIA VIADUCT METRO,Tesco
90.000000000000000,-2.898610000000000,54.895490000000000,CARLISLE WARWICK ROAD,Tesco
91.000000000000000,-3.924500000000000,54.946300000000000,CASTLE DOUGLAS,Tesco
92.000000000000000,-2.098940000000000,54.972760000000000,HEXHAM EXTRA,Tesco
93.000000000000000,-1.593830000000000,55.131110000000000,BEDLINGTON,Tesco
94.000000000000000,-1.667570000000000,55.013930000000000,NEWCASTLE UPON TYNE EXTRA,Tesco
